anchor_left (0),anchor_right (100),clue,target,response_list,response_mean,difference,category,,,,,
Unpopular activity,Popular activity,Cycling,50,"53, 39, 55, 62, 62",54.2,4.2,Subjective,,,,,
Unpopular activity,Popular activity,Cheese rolling,3,"8, 15, 3, 3, 3",6.4,3.4,Subjective,,,,,
Unpopular activity,Popular activity,Gardening,55,"66, 69, 55, 62, 58",62,7,Subjective,,,,,
Unpopular activity,Popular activity,Wingsuit flying,8,"10, 8, 3, 5, 5",6.2,1.8,Subjective,,,,,
Unpopular activity,Popular activity,Reading,65,"70, 82, 65, 65, 65",69.4,4.4,Subjective,,,,,
Unpopular activity,Popular activity,Snail racing,5,"4, 1, 2, 2, 2",2.2,2.8,Subjective,,,,,
Unpopular activity,Popular activity,Phone scrolling,95,"98, 97, 92, 92, 92",94.2,0.8,Subjective,,,,,
Unpopular activity,Popular activity,Archery,22,"65, 33, 18, 18, 18",30.4,8.4,Subjective,,,,,
Unpopular activity,Popular activity,Shopping,75,"89, 84, 85, 88, 85",86.2,11.2,Subjective,,,,,
Unpopular activity,Popular activity,Taxidermy,9,"21, 5, 5, 5, 5",8.2,0.8,Subjective,,,,,
Unpopular activity,Popular activity,Music listening,88,"95, 98, 92, 95, 92",94.4,6.4,Subjective,,,,,
Unpopular activity,Popular activity,Yodeling,6,"15, 11, 3, 3, 3",7,1,Subjective,,,,,
Unpopular activity,Popular activity,Swimming,60,"69, 79, 72, 78, 75",74.6,14.6,Subjective,,,,,
Unpopular activity,Popular activity,Glassblowing,10,"24, 13, 5, 5, 5",10.4,0.4,Subjective,,,,,
Unpopular activity,Popular activity,Driving,82,"89, 91, 88, 88, 88",88.8,6.8,Subjective,,,,,
Unpopular activity,Popular activity,Cave diving,4,"26, 25, 5, 5, 5",13.2,9.2,Subjective,,,,,
Unpopular activity,Popular activity,Jogging,57,"66, 65, 62, 72, 68",66.6,9.6,Subjective,,,,,
Unpopular activity,Popular activity,Wrestling,54,"59, 38, 20, 25, 22",32.8,21.2,Subjective,,,,,
Unpopular activity,Popular activity,Socializing,78,"84, 84, 82, 85, 82",83.4,5.4,Subjective,,,,,
Unpopular activity,Popular activity,Skydiving,43,"40, 18, 12, 15, 15",20,23,Subjective,,,,,
Unpopular activity,Popular activity,Exercising,62,"78, 77, 72, 72, 72",74.2,12.2,Subjective,,,,,
Unpopular activity,Popular activity,Rodeo riding,16,"32, 6, 5, 8, 8",11.8,4.2,Subjective,,,,,
Unpopular activity,Popular activity,Dining out,80,"75, 88, 82, 88, 88",84.2,4.2,Subjective,,,,,
Unpopular activity,Popular activity,Knitting,35,"42, 40, 18, 22, 22",28.8,6.2,Subjective,,,,,
Unpopular activity,Popular activity,Gaming,70,"90, 94, 78, 82, 82",85.2,15.2,Subjective,,,,,
Unpopular activity,Popular activity,Bagpiping,11,"22, 3, 3, 3, 3",6.8,4.2,Subjective,,,,,
Unpopular activity,Popular activity,Camping,45,"65, 68, 55, 62, 62",62.4,17.4,Subjective,,,,,
Unpopular activity,Popular activity,Jousting,2,"18, 12, 2, 2, 2",7.2,5.2,Subjective,,,,,
Unpopular activity,Popular activity,Fencing,19,"25, 21, 8, 10, 12",15.2,3.8,Subjective,,,,,
Unpopular activity,Popular activity,Painting,44,"68, 70, 35, 42, 42",51.4,7.4,Subjective,,,,,
Unpopular activity,Popular activity,Ferret racing,6,"2, 1, 2, 2, 2",1.8,4.2,Subjective,,,,,
Unpopular activity,Popular activity,Rock climbing,77,"88, 73, 30, 35, 38",52.8,24.2,Subjective,,,,,
Unpopular activity,Popular activity,Ice sculpting,13,"17, 5, 5, 5, 5",7.4,5.6,Subjective,,,,,
Unpopular activity,Popular activity,Meditation,40,"45, 34, 42, 48, 48",43.4,3.4,Subjective,,,,,
Unpopular activity,Popular activity,Stargazing,25,"40, 29, 22, 35, 32",31.6,6.6,Subjective,,,,,
Unpopular activity,Popular activity,Sleeping,98,"100, 100, 95, 98, 95",97.6,0.4,Subjective,,,,,
Unpopular activity,Popular activity,Birdwatching,28,"49, 20, 15, 18, 18",24,4,Subjective,,,,,
Unpopular activity,Popular activity,Yoga,42,"54, 48, 55, 62, 62",56.2,14.2,Subjective,,,,,
Nobody does it,Everybody does it,Buying VHS,11,"6, 7, 3, 3, 3",4.4,6.6,Subjective,,,,,
Nobody does it,Everybody does it,Going to dentist,51,"76, 80, 55, 62, 62",67,16,Subjective,,,,,
Nobody does it,Everybody does it,Using a dictionary,28,"33, 33, 8, 25, 22",24.2,3.8,Subjective,,,,,
Nobody does it,Everybody does it,Social media,63,"75, 85, 85, 88, 85",83.6,20.6,Subjective,,,,,
Nobody does it,Everybody does it,Using WiFi,69,"80, 88, 92, 95, 92",89.4,20.4,Subjective,,,,,
Nobody does it,Everybody does it,Drives,77,"70, 80, 75, 72, 72",73.8,3.2,Subjective,,,,,
Nobody does it,Everybody does it,Using a smartphone,66,"87, 86, 90, 92, 90",89,23,Subjective,,,,,
Nobody does it,Everybody does it,Drinking water,76,"97, 97, 98, 99, 98",97.8,21.8,Subjective,,,,,
Nobody does it,Everybody does it,Owning a watch,32,"43, 30, 35, 55, 48",42.2,10.2,Subjective,,,,,
Nobody does it,Everybody does it,Online shopping,68,"83, 76, 82, 85, 82",81.6,13.6,Subjective,,,,,
Nobody does it,Everybody does it,Writing fax letters,6,"23, 27, 2, 3, 3",11.6,5.6,Subjective,,,,,
Nobody does it,Everybody does it,Listening to music,64,"90, 90, 90, 92, 92",90.8,26.8,Subjective,,,,,
Nobody does it,Everybody does it,Watching online video,94,"87, 93, 88, 90, 88",89.2,4.8,Subjective,,,,,
Nobody does it,Everybody does it,Going to Blockbuster,10,"1, 2, 2, 2, 2",1.8,8.2,Subjective,,,,,
Nobody does it,Everybody does it,Watching YouTube,63,"88, 86, 88, 90, 88",88,25,Subjective,,,,,
Nobody does it,Everybody does it,Aging,99,"100, 100, 98, 99, 98",99,0,Subjective,,,,,
Nobody does it,Everybody does it,Board games,53,"60, 51, 30, 42, 42",45,8,Subjective,,,,,
Nobody does it,Everybody does it,Dying,99,"100, 100, 100, 99, 98",99.4,0.4,Subjective,,,,,
Nobody does it,Everybody does it,Using GPS,52,"80, 66, 82, 88, 85",80.2,28.2,Subjective,,,,,
Nobody does it,Everybody does it,Owning a smartphone,41,"82, 84, 88, 90, 88",86.4,45.4,Subjective,,,,,
Nobody does it,Everybody does it,Feeling pain,98,"99, 97, 98, 99, 98",98.2,0.2,Subjective,,,,,
Nobody does it,Everybody does it,Watching Netflix,51,"62, 71, 72, 78, 72",71,20,Subjective,,,,,
Nobody does it,Everybody does it,Snoring,56,"50, 70, 45, 55, 55",55,1,Subjective,,,,,
Nobody does it,Everybody does it,Tips waiter,59,"65, 73, 60, 62, 62",64.4,5.4,Subjective,,,,,
Nobody does it,Everybody does it,Paging someone,7,"8, 19, 2, 3, 3",7,0,Subjective,,,,,
Nobody does it,Everybody does it,Buying encyclopedias,9,"13, 9, 2, 2, 3",5.8,3.2,Subjective,,,,,
Nobody does it,Everybody does it,Checking email,66,"70, 77, 88, 88, 85",81.6,15.6,Subjective,,,,,
Nobody does it,Everybody does it,Drinking coffee,52,"67, 70, 72, 72, 72",70.6,18.6,Subjective,,,,,
Nobody does it,Everybody does it,Sleeps in class,10,"15, 39, 35, 35, 42",33.2,23.2,Subjective,,,,,
Nobody does it,Everybody does it,Sleeping,87,"100, 99, 98, 99, 98",98.8,11.8,Subjective,,,,,
Nobody does it,Everybody does it,Regularly drinks,23,"19, 48, 50, 52, 52",44.2,21.2,Subjective,,,,,
Nobody does it,Everybody does it,Watching TV,73,"77, 77, 78, 85, 82",79.8,6.8,Subjective,,,,,
Nobody does it,Everybody does it,Licking subway poles,3,"3, 1, 1, 1, 1",1.4,1.6,Subjective,,,,,
Nobody does it,Everybody does it,Mailing checks,11,"53, 24, 8, 12, 12",21.8,10.8,Subjective,,,,,
Nobody does it,Everybody does it,Using email,91,"74, 78, 88, 90, 85",83,8,Subjective,,,,,
Nobody does it,Everybody does it,Ambidextrous,3,"1, 20, 5, 5, 5",7.2,4.2,Subjective,,,,,
Nobody does it,Everybody does it,Watching live TV,27,"31, 66, 40, 55, 52",48.8,21.8,Subjective,,,,,
Nobody does it,Everybody does it,Reading physical maps,19,"20, 30, 8, 8, 8",14.8,4.2,Subjective,,,,,
Nobody does it,Everybody does it,Owning a pet,32,"66, 50, 45, 55, 52",53.6,21.6,Subjective,,,,,
Nobody does it,Everybody does it,Texting,61,"86, 83, 88, 92, 90",87.8,26.8,Subjective,,,,,
Nobody does it,Everybody does it,Eating food,88,"97, 99, 100, 100, 99",99,11,Subjective,,,,,
Nobody does it,Everybody does it,Using Google,58,"90, 88, 90, 95, 92",91,33,Subjective,,,,,
Nobody does it,Everybody does it,Eating glass,0,"2, 2, 1, 1, 1",1.4,1.4,Subjective,,,,,
Nobody does it,Everybody does it,Wearing shoes,83,"80, 83, 95, 95, 92",89,6,Subjective,,,,,
Nobody does it,Everybody does it,Writing letters,21,"40, 32, 10, 15, 15",22.4,1.4,Subjective,,,,,
Nobody does it,Everybody does it,Only uses cash,34,"34, 22, 8, 8, 8",16,18,Subjective,,,,,
Nobody does it,Everybody does it,Using search engine,92,"93, 87, 90, 92, 90",90.4,1.6,Subjective,,,,,
Nobody does it,Everybody does it,Cooking from scratch,28,"34, 66, 30, 42, 42",42.8,14.8,Subjective,,,,,
Nobody does it,Everybody does it,Reading newspapers,28,"28, 31, 12, 18, 22",22.2,5.8,Subjective,,,,,
Nobody does it,Everybody does it,Social media profile,40,"75, 82, 78, 85, 82",80.4,40.4,Subjective,,,,,
Bad,Good,Adopting a pet,63,"77, 78, 90, 88, 85",83.6,20.6,Subjective,,,,,
Bad,Good,Arson,12,"11, 3, 2, 3, 3",4.4,7.6,Subjective,,,,,
Bad,Good,Forgetting birthdays,34,"23, 39, 18, 22, 18",24,10,Subjective,,,,,
Bad,Good,Selfless heroism,100,"90, 96, 98, 97, 95",95.2,4.8,Subjective,,,,,
Bad,Good,Donating blood,61,"84, 85, 92, 92, 92",89,28,Subjective,,,,,
Bad,Good,Road rage,19,"21, 20, 10, 8, 8",13.4,5.6,Subjective,,,,,
Bad,Good,Not tipping,28,"40, 31, 12, 12, 12",21.4,6.6,Subjective,,,,,
Bad,Good,Ignoring a friend,30,"36, 28, 15, 15, 15",21.8,8.2,Subjective,,,,,
Bad,Good,Tutoring kids,67,"68, 77, 92, 90, 90",83.4,16.4,Subjective,,,,,
Bad,Good,Feeding homeless,72,"85, 93, 95, 95, 92",92,20,Subjective,,,,,
Bad,Good,Protecting refugees,94,"80, 96, 92, 88, 88",88.8,5.2,Subjective,,,,,
Bad,Good,Saving species,99,"84, 88, 95, 92, 92",90.2,8.8,Subjective,,,,,
Bad,Good,Ending world hunger,90,"100, 99, 98, 98, 98",98.6,8.6,Subjective,,,,,
Bad,Good,World peace,99,"100, 100, 99, 99, 98",99.2,0.2,Subjective,,,,,
Bad,Good,Cutting in line,34,"33, 27, 12, 8, 8",17.6,16.4,Subjective,,,,,
Bad,Good,Holding the door,39,"63, 71, 85, 85, 82",77.2,38.2,Subjective,,,,,
Bad,Good,Mentoring youth,73,"74, 82, 92, 92, 90",86,13,Subjective,,,,,
Bad,Good,Organ donation,69,"85, 91, 95, 95, 92",91.6,22.6,Subjective,,,,,
Bad,Good,Saving a life,84,"95, 96, 98, 97, 95",96.2,12.2,Subjective,,,,,
Bad,Good,Volunteer work,58,"78, 79, 88, 92, 88",85,27,Subjective,,,,,
Bad,Good,Cheating on test,35,"30, 30, 8, 10, 10",17.6,17.4,Subjective,,,,,
Bad,Good,Peace treaty,91,"90, 96, 92, 92, 92",92.4,1.4,Subjective,,,,,
Bad,Good,Helping with bags,40,"70, 77, 82, 82, 82",78.6,38.6,Subjective,,,,,
Bad,Good,Community service,76,"75, 84, 88, 88, 88",84.6,8.6,Subjective,,,,,
Bad,Good,Assault,14,"20, 17, 3, 3, 3",9.2,4.8,Subjective,,,,,
Bad,Good,Sacrificing for others,93,"87, 99, 95, 90, 90",92.2,0.8,Subjective,,,,,
Bad,Good,Vandalism,18,"32, 20, 8, 5, 5",14,4,Subjective,,,,,
Bad,Good,Curing disease,91,"92, 90, 98, 97, 98",95,4,Subjective,,,,,
Bad,Good,Torture,1,"6, 1, 1, 2, 2",2.4,1.4,Subjective,,,,,
Bad,Good,Lying,18,"35, 29, 12, 12, 12",20,2,Subjective,,,,,
Bad,Good,White lie,38,"49, 42, 42, 45, 45",44.6,6.6,Subjective,,,,,
Bad,Good,Cheating on spouse,19,"11, 7, 5, 3, 5",6.2,12.8,Subjective,,,,,
Bad,Good,Defending someone,61,"86, 90, 88, 85, 82",86.2,25.2,Subjective,,,,,
Bad,Good,Disaster relief,78,"83, 93, 92, 92, 92",90.4,12.4,Subjective,,,,,
Bad,Good,Thoughtless gift,36,"49, 39, 30, 35, 32",37,1,Subjective,,,,,
Bad,Good,Fostering children,70,"90, 90, 90, 90, 88",89.6,19.6,Subjective,,,,,
Bad,Good,Ending poverty,96,"97, 98, 98, 97, 98",97.6,1.6,Subjective,,,,,
Bad,Good,Theft,14,"25, 15, 8, 5, 5",11.6,2.4,Subjective,,,,,
Bad,Good,Returning a wallet,50,"82, 88, 90, 90, 88",87.6,37.6,Subjective,,,,,
Bad,Good,Teaching for free,76,"85, 74, 92, 92, 90",86.6,10.6,Subjective,,,,,
Bad,Good,Bullying,18,"22, 14, 3, 3, 5",9.4,8.6,Subjective,,,,,
Bad,Good,Child abuse,10,"4, 2, 1, 1, 1",1.8,8.2,Subjective,,,,,
Bad,Good,Being late,34,"39, 35, 22, 22, 18",27.2,6.8,Subjective,,,,,
Bad,Good,Genocide,0,"1, 0, 1, 1, 1",0.8,0.8,Subjective,,,,,
Bad,Good,Being rude,21,"20, 24, 15, 10, 10",15.8,5.2,Subjective,,,,,
Bad,Good,Serial murder,10,"3, 1, 1, 1, 1",1.4,8.6,Subjective,,,,,
Bad,Good,Helping a stranger,53,"76, 73, 88, 88, 85",82,29,Subjective,,,,,
Bad,Good,Gossiping,18,"34, 30, 18, 18, 15",23,5,Subjective,,,,,
Bad,Good,Breaking promises,26,"29, 22, 15, 10, 10",17.2,8.8,Subjective,,,,,
Bad,Good,Planting trees,67,"68, 71, 90, 90, 88",81.4,14.4,Subjective,,,,,
Easy to use,Difficult to use,Nuclear reactor,97,"99, 90, 95, 98, 98",96,1,Subjective,,,,,
Easy to use,Difficult to use,Light switch,2,"11, 10, 3, 2, 2",5.6,3.6,Subjective,,,,,
Easy to use,Difficult to use,Chopsticks,45,"53, 55, 55, 55, 52",54,9,Subjective,,,,,
Easy to use,Difficult to use,TV remote,8,"32, 34, 8, 10, 12",19.2,11.2,Subjective,,,,,
Easy to use,Difficult to use,Soldering iron,62,"83, 82, 72, 72, 65",74.8,12.8,Subjective,,,,,
Easy to use,Difficult to use,Elevator,4,"25, 19, 5, 5, 5",11.8,7.8,Subjective,,,,,
Easy to use,Difficult to use,Espresso machine,55,"60, 74, 62, 58, 55",61.8,6.8,Subjective,,,,,
Easy to use,Difficult to use,Calculator,12,"35, 15, 8, 12, 12",16.4,4.4,Subjective,,,,,
Easy to use,Difficult to use,Oven,40,"34, 44, 25, 22, 22",29.4,10.6,Subjective,,,,,
Easy to use,Difficult to use,Microwave,7,"35, 24, 8, 8, 8",16.6,9.6,Subjective,,,,,
Easy to use,Difficult to use,Flight simulator,94,"87, 90, 85, 82, 82",85.2,8.8,Subjective,,,,,
Easy to use,Difficult to use,Stapler,3,"29, 22, 5, 5, 5",13.2,10.2,Subjective,,,,,
Easy to use,Difficult to use,Keyboard,56,"50, 30, 15, 18, 18",26.2,29.8,Subjective,,,,,
Easy to use,Difficult to use,Sticky note,9,"14, 9, 3, 2, 2",6,3,Subjective,,,,,
Easy to use,Difficult to use,Band saw,72,"70, 89, 68, 68, 62",71.4,0.6,Subjective,,,,,
Easy to use,Difficult to use,Scissors,15,"21, 17, 5, 5, 5",10.6,4.4,Subjective,,,,,
Easy to use,Difficult to use,Defibrillator,78,"83, 95, 72, 72, 72",78.8,0.8,Subjective,,,,,
Easy to use,Difficult to use,Pencil,2,"10, 20, 3, 3, 3",7.8,5.8,Subjective,,,,,
Easy to use,Difficult to use,Segway,48,"61, 84, 45, 35, 38",52.6,4.6,Subjective,,,,,
Easy to use,Difficult to use,Doorknob,3,"5, 3, 3, 2, 2",3,0,Subjective,,,,,
Easy to use,Difficult to use,Welding torch,83,"73, 91, 78, 78, 75",79,4,Subjective,,,,,
Easy to use,Difficult to use,Blender,10,"41, 32, 15, 12, 12",22.4,12.4,Subjective,,,,,
Easy to use,Difficult to use,Rifle,70,"78, 85, 55, 55, 48",64.2,5.8,Subjective,,,,,
Easy to use,Difficult to use,Clothes iron,48,"56, 39, 25, 18, 18",31.2,16.8,Subjective,,,,,
Easy to use,Difficult to use,Skateboard,67,"59, 78, 65, 65, 62",65.8,1.2,Subjective,,,,,
Easy to use,Difficult to use,Snowboard,73,"74, 84, 72, 72, 68",74,1,Subjective,,,,,
Easy to use,Difficult to use,Piano,75,"77, 90, 78, 75, 72",78.4,3.4,Subjective,,,,,
Easy to use,Difficult to use,Ballpoint pen,1,"6, 14, 3, 2, 3",5.6,4.6,Subjective,,,,,
Easy to use,Difficult to use,Pottery wheel,52,"63, 77, 72, 75, 72",71.8,19.8,Subjective,,,,,
Easy to use,Difficult to use,iPhone,14,"21, 11, 10, 12, 12",13.2,0.8,Subjective,,,,,
Easy to use,Difficult to use,Manual car,14,"19, 83, 55, 52, 52",52.2,38.2,Subjective,,,,,
Easy to use,Difficult to use,Vending machine,5,"23, 11, 8, 8, 8",11.6,6.6,Subjective,,,,,
Easy to use,Difficult to use,Skis,70,"68, 82, 68, 65, 62",69,1,Subjective,,,,,
Easy to use,Difficult to use,Paper clip,1,"19, 10, 3, 3, 3",7.6,6.6,Subjective,,,,,
Easy to use,Difficult to use,Air fryer,16,"30, 26, 15, 15, 15",20.2,4.2,Subjective,,,,,
Easy to use,Difficult to use,Subway system,62,"56, 51, 45, 42, 38",46.4,15.6,Subjective,,,,,
Easy to use,Difficult to use,Garage door,6,"10, 19, 8, 8, 8",10.6,4.6,Subjective,,,,,
Easy to use,Difficult to use,Pipe organ,80,"73, 92, 88, 88, 85",85.2,5.2,Subjective,,,,,
Easy to use,Difficult to use,Outdoor grill,73,"65, 85, 35, 32, 32",49.8,23.2,Subjective,,,,,
Easy to use,Difficult to use,Particle accelerator,99,"99, 99, 98, 98, 98",98.4,0.6,Subjective,,,,,
Easy to use,Difficult to use,Bicycle,18,"43, 29, 35, 25, 25",31.4,13.4,Subjective,,,,,
Easy to use,Difficult to use,ChatGPT,5,"9, 8, 12, 10, 10",9.8,4.8,Subjective,,,,,
Easy to use,Difficult to use,Padlock,12,"63, 30, 10, 8, 8",23.8,11.8,Subjective,,,,,
Easy to use,Difficult to use,Oscilloscope,85,"90, 88, 82, 82, 78",84,1,Subjective,,,,,
Easy to use,Difficult to use,Staple remover,4,"30, 27, 5, 5, 5",14.4,10.4,Subjective,,,,,
Easy to use,Difficult to use,Tableau software,73,"63, 67, 65, 62, 62",63.8,9.2,Subjective,,,,,
Easy to use,Difficult to use,Chapstick,2,"6, 7, 3, 2, 2",4,2,Subjective,,,,,
Easy to use,Difficult to use,Soldering station,77,"84, 93, 75, 72, 68",78.4,1.4,Subjective,,,,,
Easy to use,Difficult to use,Google search,9,"4, 1, 5, 5, 5",4,5,Subjective,,,,,
Easy to use,Difficult to use,Thermometer,26,"18, 11, 10, 10, 10",11.8,14.2,Subjective,,,,,
Relaxing activity,Stressful activity,Moving homes,61,"80, 78, 88, 88, 88",84.4,23.4,Subjective,,,,,
Relaxing activity,Stressful activity,Exam week,62,"90, 82, 85, 92, 92",88.2,26.2,Subjective,,,,,
Relaxing activity,Stressful activity,Performance review,58,"78, 81, 72, 78, 78",77.4,19.4,Subjective,,,,,
Relaxing activity,Stressful activity,Gardening,26,"34, 20, 10, 10, 10",16.8,9.2,Subjective,,,,,
Relaxing activity,Stressful activity,Medical diagnosis,87,"85, 85, 90, 90, 88",87.6,0.6,Subjective,,,,,
Relaxing activity,Stressful activity,IRS audit,96,"83, 84, 92, 92, 92",88.6,7.4,Subjective,,,,,
Relaxing activity,Stressful activity,Stargazing,13,"23, 10, 5, 5, 5",9.6,3.4,Subjective,,,,,
Relaxing activity,Stressful activity,Bubble bath,11,"19, 15, 3, 3, 3",8.6,2.4,Subjective,,,,,
Relaxing activity,Stressful activity,Laying off employees,92,"79, 80, 90, 90, 90",85.8,6.2,Subjective,,,,,
Relaxing activity,Stressful activity,Emergency surgery,99,"93, 90, 95, 97, 95",94,5,Subjective,,,,,
Relaxing activity,Stressful activity,Running for a flight,87,"85, 85, 82, 88, 88",85.6,1.4,Subjective,,,,,
Relaxing activity,Stressful activity,Listening to music,17,"20, 20, 8, 5, 5",11.6,5.4,Subjective,,,,,
Relaxing activity,Stressful activity,Birdwatching,28,"18, 21, 5, 5, 5",10.8,17.2,Subjective,,,,,
Relaxing activity,Stressful activity,Public speaking,91,"68, 76, 82, 82, 82",78,13,Subjective,,,,,
Relaxing activity,Stressful activity,Tax deadline,74,"65, 74, 85, 85, 85",78.8,4.8,Subjective,,,,,
Relaxing activity,Stressful activity,Online shopping,43,"29, 23, 18, 15, 15",20,23,Subjective,,,,,
Relaxing activity,Stressful activity,Job interview,78,"68, 67, 80, 85, 82",76.4,1.6,Subjective,,,,,
Relaxing activity,Stressful activity,Car accident,87,"83, 89, 95, 97, 95",91.8,4.8,Subjective,,,,,
Relaxing activity,Stressful activity,Meditation,9,"20, 3, 3, 3, 3",6.4,2.6,Subjective,,,,,
Relaxing activity,Stressful activity,Gentle yoga,11,"27, 11, 5, 5, 5",10.6,0.4,Subjective,,,,,
Relaxing activity,Stressful activity,Napping,1,"6, 0, 3, 2, 3",2.8,1.8,Subjective,,,,,
Relaxing activity,Stressful activity,Coloring book,36,"19, 15, 5, 5, 5",9.8,26.2,Subjective,,,,,
Relaxing activity,Stressful activity,Simple cooking,29,"37, 28, 15, 12, 12",20.8,8.2,Subjective,,,,,
Relaxing activity,Stressful activity,Casual board game,35,"28, 26, 15, 12, 12",18.6,16.4,Subjective,,,,,
Relaxing activity,Stressful activity,Interview prep,57,"38, 53, 72, 72, 72",61.4,4.4,Subjective,,,,,
Relaxing activity,Stressful activity,New recipe,43,"44, 45, 35, 35, 35",38.8,4.2,Subjective,,,,,
Relaxing activity,Stressful activity,Hostage negotiation,100,"100, 99, 98, 99, 98",98.8,1.2,Subjective,,,,,
Relaxing activity,Stressful activity,Organizing closet,43,"40, 52, 28, 25, 25",34,9,Subjective,,,,,
Relaxing activity,Stressful activity,Life-or-death decision,100,"97, 100, 98, 98, 98",98.2,1.8,Subjective,,,,,
Relaxing activity,Stressful activity,Natural disaster,99,"90, 94, 97, 98, 98",95.4,3.6,Subjective,,,,,
Relaxing activity,Stressful activity,First date,78,"75, 78, 62, 62, 62",67.8,10.2,Subjective,,,,,
Relaxing activity,Stressful activity,Journaling,25,"32, 21, 8, 8, 8",15.4,9.6,Subjective,,,,,
Relaxing activity,Stressful activity,Meal planning,53,"29, 37, 22, 18, 18",24.8,28.2,Subjective,,,,,
Relaxing activity,Stressful activity,Long meeting,55,"46, 55, 55, 55, 62",54.6,0.4,Subjective,,,,,
Relaxing activity,Stressful activity,Giving a speech,55,"77, 60, 78, 80, 80",75,20,Subjective,,,,,
Relaxing activity,Stressful activity,Legal dispute,94,"81, 88, 88, 90, 90",87.4,6.6,Subjective,,,,,
Relaxing activity,Stressful activity,Socializing,41,"21, 45, 35, 32, 35",33.6,7.4,Subjective,,,,,
Relaxing activity,Stressful activity,Divorce proceedings,98,"90, 90, 92, 95, 92",91.8,6.2,Subjective,,,,,
Relaxing activity,Stressful activity,Casual swimming,32,"23, 17, 10, 8, 8",13.2,18.8,Subjective,,,,,
Relaxing activity,Stressful activity,Light cycling,32,"34, 26, 12, 8, 8",17.6,14.4,Subjective,,,,,
Relaxing activity,Stressful activity,Running late,74,"68, 80, 78, 82, 82",78,4,Subjective,,,,,
Relaxing activity,Stressful activity,Reading fiction,13,"21, 18, 5, 5, 5",10.8,2.2,Subjective,,,,,
Relaxing activity,Stressful activity,Nature walk,18,"14, 9, 5, 5, 5",7.6,10.4,Subjective,,,,,
Relaxing activity,Stressful activity,Light stretching,21,"15, 14, 5, 5, 5",8.8,12.2,Subjective,,,,,
Relaxing activity,Stressful activity,Commuting,50,"42, 40, 55, 55, 58",50,0,Subjective,,,,,
Relaxing activity,Stressful activity,Grocery shopping,49,"39, 37, 30, 28, 28",32.4,16.6,Subjective,,,,,
Relaxing activity,Stressful activity,Afternoon nap,32,"25, 3, 3, 2, 3",7.2,24.8,Subjective,,,,,
Relaxing activity,Stressful activity,Light cleaning,45,"39, 31, 20, 18, 18",25.2,19.8,Subjective,,,,,
Relaxing activity,Stressful activity,Watching a movie,31,"20, 18, 8, 5, 5",11.2,19.8,Subjective,,,,,
Relaxing activity,Stressful activity,Learning new skill,50,"50, 41, 45, 38, 38",42.4,7.6,Subjective,,,,,
Smells bad,Smells good,Stale locker,31,"20, 17, 10, 8, 8",12.6,18.4,Subjective,,,,,
Smells bad,Smells good,Dry herbs,55,"65, 70, 72, 78, 78",72.6,17.6,Subjective,,,,,
Smells bad,Smells good,Open sewer,0,"10, 3, 2, 2, 2",3.8,3.8,Subjective,,,,,
Smells bad,Smells good,Body odor,21,"16, 11, 5, 5, 5",8.4,12.6,Subjective,,,,,
Smells bad,Smells good,Rose garden,90,"72, 70, 92, 95, 92",84.2,5.8,Subjective,,,,,
Smells bad,Smells good,Warm bread,67,"70, 73, 95, 92, 92",84.4,17.4,Subjective,,,,,
Smells bad,Smells good,Clean air,41,"65, 66, 68, 72, 72",68.6,27.6,Subjective,,,,,
Smells bad,Smells good,Rotten eggs,3,"5, 4, 2, 2, 2",3,0,Subjective,,,,,
Smells bad,Smells good,Fresh flowers,98,"73, 78, 92, 92, 92",85.4,12.6,Subjective,,,,,
Smells bad,Smells good,Clean linen,53,"76, 75, 88, 88, 85",82.4,29.4,Subjective,,,,,
Smells bad,Smells good,Someone's fart,23,"19, 9, 3, 2, 3",7.2,15.8,Subjective,,,,,
Smells bad,Smells good,Cinnamon,67,"66, 61, 90, 90, 88",79,12,Subjective,,,,,
Smells bad,Smells good,Vanilla,67,"73, 80, 92, 92, 92",85.8,18.8,Subjective,,,,,
Smells bad,Smells good,Clean clothes,66,"70, 79, 82, 85, 82",79.6,13.6,Subjective,,,,,
Smells bad,Smells good,Week-old garbage,7,"9, 9, 2, 2, 2",4.8,2.2,Subjective,,,,,
Smells bad,Smells good,Locker room sweat,23,"11, 7, 5, 5, 5",6.6,16.4,Subjective,,,,,
Smells bad,Smells good,Fresh mint,61,"71, 81, 90, 92, 90",84.8,23.8,Subjective,,,,,
Smells bad,Smells good,Lavender,72,"76, 84, 92, 92, 92",87.2,15.2,Subjective,,,,,
Smells bad,Smells good,Soap,84,"89, 83, 82, 85, 82",84.2,0.2,Subjective,,,,,
Smells bad,Smells good,Rain on pavement,44,"31, 41, 72, 75, 72",58.2,14.2,Subjective,,,,,
Smells bad,Smells good,Cigarette smoke,13,"19, 17, 10, 12, 12",14,1,Subjective,,,,,
Smells bad,Smells good,Eucalyptus,59,"74, 70, 88, 88, 88",81.6,22.6,Subjective,,,,,
Smells bad,Smells good,Fresh strawberries,95,"85, 76, 88, 90, 90",85.8,9.2,Subjective,,,,,
Smells bad,Smells good,Skunk spray,6,"9, 8, 2, 1, 2",4.4,1.6,Subjective,,,,,
Smells bad,Smells good,Nothing,50,"50, 50, 50, 50, 50",50,0,Subjective,,,,,
